chr pos
V_18781219 5 369.451939894956
V_18836688 5 369.965851161589
V_18838998 5 370.267809595804
V_18863583 5 370.783887133396
V_18877263 5 370.871064845477
V_18934584 5 371.388277550003
V_18954277 5 371.470420010737
V_18955132 5 371.470420060737
V_18981161 5 371.470420110737
V_19003440 5 371.470420160737
V_19114941 5 371.470420210737
V_19132189 5 371.470420260737
V_19142024 5 371.766164708799
V_19149156 5 372.280121183207
V_19153430 5 372.280121233207
V_19165482 5 372.280121283207
V_19178232 5 372.280121333207
V_19241552 5 372.280121383207
V_19250576 5 372.792960143055
V_19266274 5 372.792960193055
V_19397775 5 372.792960243055
V_19401820 5 373.085137850653
V_19402608 5 373.085137900653
V_19546908 5 373.377315470047
V_19562194 5 373.377315520047
V_19570554 5 373.377315570047
V_19573313 5 373.377315620047
V_19618580 5 373.377315670047
V_19628329 5 373.636949672176
X_22287 6 22287
X_25238 6 22287.2569883365
X_182762 6 22288.3015447768
X_228348 6 22288.3015448268
X_307444 6 22288.3015448768
X_336351 6 22288.3015449268
X_370535 6 22288.3015449768
X_387220 6 22288.3015450268
X_581490 6 22288.3015450768
X_590493 6 22288.3015451268
X_756064 6 22288.3015451768
X_768431 6 22288.3015452268
X_778282 6 22288.3015452768
X_785690 6 22288.3015453268
X_916807 6 22288.3015453768
X_931917 6 22288.3015454268
X_939669 6 22288.3015454768
X_941751 6 22288.3015455268
X_977929 6 22288.3015455768
X_991130 6 22288.3015456268
X_1057219 6 22288.3015456768
X_1094440 6 22288.3015457268
X_1104368 6 22288.3015457768
X_1105103 6 22288.3015458268
X_1160220 6 22288.3015458768
X_1161713 6 22288.3015459268
X_1239469 6 22288.3015459768
X_1252319 6 22288.3015460268
X_1259363 6 22288.3015460768
X_1266223 6 22288.3015461268
X_1293072 6 22288.3015461768
X_1310679 6 22288.3015462268
X_1317579 6 22288.3015462768
X_1329938 6 22288.3015463268
X_1336326 6 22288.3015463768
X_1342876 6 22288.3015464268
X_1351586 6 22288.3015464768
X_1443949 6 22288.3015465268
X_1461123 6 22288.814371877
X_1462020 6 22288.814371927
X_1462662 6 22288.814371977
X_1484238 6 22288.814372027
X_1497979 6 22288.814372077
X_1541642 6 22288.814372127
X_1561075 6 22288.814372177
X_1562195 6 22288.814372227
X_1590033 6 22288.814372277
X_1598906 6 22288.814372327
X_1603737 6 22288.814372377
X_1607296 6 22288.814372427
X_1624634 6 22288.814372477
X_1653262 6 22288.814372527
X_1658964 6 22288.814372577
X_1672144 6 22289.3272108121
X_1706496 6 22289.8411781894
X_1729206 6 22290.1426426851
X_1743949 6 22290.6576354264
X_1763665 6 22290.9601496924
X_1791581 6 22290.9601497424
X_1837316 6 22290.9601497924
X_1847417 6 22290.9601498424
X_1847418 6 22290.9601498924
X_1879272 6 22290.9601499424
X_1899708 6 22291.4729752248
X_1919760 6 22291.4729752748
X_1925520 6 22291.4729753248
X_1949997 6 22291.985813618
X_1951226 6 22292.4987186009
X_1960960 6 22293.0115566847
X_1972071 6 22293.0115567347
X_2012810 6 22293.0115567847
X_2017010 6 22293.0115568347
X_2018352 6 22293.0115568847
X_2023730 6 22293.0115569347
X_2028976 6 22293.0115569847
X_2032788 6 22293.0115570347
X_2052441 6 22293.0115570847
X_2058165 6 22293.0115571347
X_2060858 6 22293.315101698
X_2068934 6 22293.6186470415
X_2072348 6 22293.9222041846
X_2085479 6 22294.2251105632
X_2094897 6 22294.2251106132
X_2097839 6 22294.2251106632
X_2101350 6 22294.2251107132
X_2185812 6 22294.2251107632
X_2191284 6 22294.5234700861
X_2191687 6 22295.038512306
X_2197285 6 22295.3368717611
X_2215069 6 22295.3368718111
X_2219818 6 22295.3368718611
X_2221306 6 22295.6352403999
X_2221460 6 22296.150279335
X_2227670 6 22296.4492772377
X_2239339 6 22296.4492772877
X_2270296 6 22296.4492773377
X_2272874 6 22296.4492773877
X_2278038 6 22296.4492774377
X_2285556 6 22296.4492774877
X_2294622 6 22296.4492775377
X_2305586 6 22296.4492775877
X_2309942 6 22296.4492776377
X_2312814 6 22296.4492776877
X_2321249 6 22296.4492777377
X_2383477 6 22296.4492777877
X_2388197 6 22296.963217448
X_2412211 6 22297.2621977329
X_2430971 6 22297.2621977829
X_2475097 6 22297.5611780678
X_2538449 6 22298.0751177276
X_2542339 6 22298.0751177776
X_2572493 6 22298.0751178276
X_2606392 6 22298.0751178776
X_2644568 6 22298.0751179276
X_2677587 6 22298.0751179776
X_2677655 6 22298.5890318685
X_2679214 6 22298.8904757576
X_2681270 6 22299.4069999372
X_2693310 6 22299.4069999872
X_2697926 6 22299.4070000372
X_2704540 6 22299.4070000872
X_2709903 6 22299.4070001372
X_2722355 6 22299.7062504127
X_2729686 6 22300.221304614
X_2737736 6 22300.5227720803
X_2738987 6 22301.0371299023
X_2740757 6 22301.3396471117
X_2745466 6 22301.3396471617
X_2746078 6 22301.3396472117
X_2758454 6 22301.3396472617
X_2785976 6 22301.3396473117
X_2806036 6 22301.3396473617
X_2819947 6 22301.3396474117
X_2830627 6 22301.8524727586
X_2868607 6 22301.8524728086
X_2879653 6 22301.8524728586
X_2891768 6 22302.3652982056
X_2927735 6 22302.3652982556
X_2932931 6 22302.3652983056
X_2936572 6 22302.3652983556
X_2964792 6 22302.3652984056
X_2981661 6 22302.3652984556
X_2984789 6 22302.3652985056
X_2998009 6 22302.877514756
X_3002215 6 22303.3903825471
X_3008399 6 22303.3903825971
X_3013150 6 22303.3903826471
X_3017799 6 22303.3903826971
X_3044655 6 22303.3903827471
X_3059443 6 22303.3903827971
X_3063056 6 22303.6892584038
X_3070752 6 22304.2053682471
X_3150900 6 22304.2890832184
X_3174663 6 22305.3411905995
X_3177516 6 22305.3425295497
X_3216386 6 22305.3425295997
X_3236963 6 22305.3440637712
X_3238606 6 22305.6524615127
X_3239889 6 22305.9517922236
X_3260331 6 22306.2576160047
X_3262606 6 22306.7708807832
X_3276901 6 22306.7708808332
X_3308732 6 22306.7708808832
X_3314826 6 22306.7708809332
X_3329982 6 22306.7708809832
X_3332728 6 22307.2830896344
X_3334584 6 22307.7296239912
X_3345369 6 22308.2405054995
X_3350805 6 22309.214957336
X_3355356 6 22309.214957386
X_3359842 6 22309.214957436
X_3367848 6 22309.7286531213
X_3383293 6 22309.7286531713
X_3394807 6 22309.7286532213
X_3397020 6 22309.7286532713
X_3413090 6 22309.7286533213
X_3435103 6 22309.7286533713
X_3438962 6 22310.2414914206
X_3442659 6 22310.7543829011
X_3462341 6 22311.2698803814
X_3473337 6 22311.2698804314
X_3481526 6 22311.2698804814
X_3483351 6 22311.2698805314
X_3484040 6 22311.5689998785
X_3555185 6 22312.081390686
X_3555317 6 22312.3801699613
X_3617378 6 22312.3801700113
X_3627649 6 22312.3801700613
X_3638964 6 22312.3801701113
X_3643623 6 22312.3801701613
X_3648169 6 22313.4215489108
X_3656090 6 22313.4215489608
X_3662747 6 22313.4215490108
X_3742906 6 22313.4215490608
X_3757150 6 22313.4215491108
X_3765347 6 22313.4215491608
X_3800914 6 22313.4215492108
X_3817351 6 22313.4215492608
X_3817761 6 22313.4215493108
X_3822223 6 22313.4215493608
X_3823238 6 22313.4215494108
X_3825562 6 22313.9343712746
X_3826762 6 22313.9343713246
X_3838858 6 22313.9343713746
X_3858410 6 22313.9343714246
X_3860545 6 22313.9343714746
X_3861067 6 22313.9343715246
X_3874132 6 22313.9343715746
X_3875725 6 22313.9343716246
X_3879110 6 22314.3857813348
X_3880350 6 22314.8997124953
X_3882890 6 22314.8997125453
X_3891636 6 22314.8997125953
X_3912652 6 22315.8133749852
X_3979795 6 22315.8133750352
X_3980618 6 22315.8133750852
X_3988646 6 22316.114518435
X_3997301 6 22316.5681399981
X_4025896 6 22316.8689800122
X_4039880 6 22316.8689800622
X_4040743 6 22316.8689801122
X_4046860 6 22316.8689801622
X_4047084 6 22316.8689802122
X_4053574 6 22316.8689802622
X_4068421 6 22316.8689803122
X_4076700 6 22316.8689803622
X_4103644 6 22316.8689804122
X_4109541 6 22316.8689804622
X_4116132 6 22316.8689805122
X_4158915 6 22317.3829334346
X_4164149 6 22317.6793205802
X_4182407 6 22317.6793206302
X_4184717 6 22317.6793206802
X_4198687 6 22318.1958667854
X_4202010 6 22318.4948467796
X_4204752 6 22318.4948468296
X_4204857 6 22318.4948468796
X_4215921 6 22318.4948469296
X_4223157 6 22318.4948469796
X_4228087 6 22318.9425693848
X_4233159 6 22319.2456940537
X_4242467 6 22320.1588252538
X_4244612 6 22320.4592869533
X_4247943 6 22321.4373667738
X_4259470 6 22321.4373668238
X_4286414 6 22321.4373668738
X_4293318 6 22321.4373669238
X_4323471 6 22321.4373669738
X_4341023 6 22321.4373670238
X_4414387 6 22321.4373670738
X_4427354 6 22321.9495540711
X_4433966 6 22321.9495541211
X_4444609 6 22321.9495541711
X_4449661 6 22322.2495695581
X_4453882 6 22322.5574704107
X_4457789 6 22322.649877037
X_4460979 6 22322.9577498159
X_4463162 6 22323.2607836191
X_4474670 6 22323.7746947908
X_4480563 6 22323.7746948408
X_4485077 6 22323.7746948908
X_4491439 6 22323.7746949408
X_4509571 6 22323.7746949908
X_4525464 6 22323.7746950408
X_4526629 6 22323.7746950908
X_4527039 6 22324.0736988129
X_4541170 6 22324.5887312906
X_4546529 6 22324.8877383891
X_4552060 6 22324.8877384391
X_4552493 6 22324.8877384891
X_4553740 6 22325.3999284941
X_4597106 6 22325.3999285441
X_4626222 6 22325.9127833291
X_4636047 6 22326.4249993266
X_4638940 6 22326.4249993766
X_4639749 6 22326.4249994266
X_4645177 6 22326.4249994766
X_4649857 6 22326.4249995266
X_4666841 6 22326.4249995766
X_4670554 6 22326.7256536726
X_4673558 6 22327.0335511388
X_4675823 6 22327.1259805149
X_4676587 6 22327.4338530174
X_4680067 6 22327.7379411165
X_4693739 6 22328.0447860653
X_4693779 6 22328.3483171649
X_4695212 6 22328.655156787
X_4711128 6 22328.9587104938
X_4712645 6 22328.9587105438
X_4717690 6 22328.9587105938
X_4719373 6 22329.4709231531
X_4729960 6 22329.9831777411
X_4732064 6 22330.4960620729
X_4736398 6 22331.0083245039
X_4738854 6 22331.5205368327
X_4759153 6 22331.5205368827
X_4783201 6 22331.5205369327
X_4791518 6 22331.5205369827
X_4828097 6 22331.5205370327
X_4852880 6 22331.5205370827
X_4856123 6 22331.5205371327
X_4899601 6 22331.5205371827
X_4900416 6 22332.0333886061
X_4902254 6 22332.5462400296
X_4908243 6 22332.5462400796
X_4908462 6 22332.5462401296
X_4910067 6 22332.5462401796
X_4944838 6 22332.5462402296
X_4954178 6 22332.5462402796
X_4972802 6 22332.8420159623
X_4975714 6 22333.358181073
X_5006838 6 22333.4386559096
X_5015548 6 22333.4386559596
X_5017275 6 22333.4386560096
X_5023852 6 22333.7481500889
X_5024933 6 22333.8306799437
X_5036609 6 22334.1397430107
X_5060736 6 22334.2250311561
X_5091824 6 22334.2250312061
X_5111341 6 22334.2250338864
X_5115191 6 22334.5301396285
X_5122956 6 22334.8322362147
X_5138955 6 22334.8322362647
X_5152611 6 22334.8322363147
X_5234701 6 22335.1343038643
X_5248614 6 22335.4306705366
X_5252713 6 22335.4306705866
X_5255958 6 22335.727060151
X_5257182 6 22335.727060201
X_5269741 6 22335.727060251
X_5283328 6 22335.727060301
X_5291809 6 22335.727060351
X_5305483 6 22335.727060401
X_5339923 6 22335.727060451
X_5344846 6 22335.727060501
X_5346441 6 22335.727060551
X_5354675 6 22336.2392765317
X_5356337 6 22336.7521313323
X_5360937 6 22336.7521313823
X_5365224 6 22337.2643243552
X_5374162 6 22337.2643244052
X_5375086 6 22337.2643244552
X_5377816 6 22337.2643245052
X_5383605 6 22337.2643245552
X_5389395 6 22337.7771498854
X_5392269 6 22337.7771499354
X_5400133 6 22337.7771499854
X_5403008 6 22337.7771500354
X_5406267 6 22337.7771500854
X_5425418 6 22337.7771501354
X_5432718 6 22337.7771501854
X_5442861 6 22338.2893519605
X_5448844 6 22338.2893520105
X_5503826 6 22338.2893520605
X_5510105 6 22338.2893521105
X_5510995 6 22338.5890004823
X_5516866 6 22339.1044504733
X_5522249 6 22339.1958608908
X_5524771 6 22339.5005084612
X_5540063 6 22339.8039451283
X_5540820 6 22340.1075291689
X_5549871 6 22340.1075292189
X_5560720 6 22340.1075292689
X_5593630 6 22340.1075293189
X_5597372 6 22340.1075293689
X_5611815 6 22340.4033771303
X_5626759 6 22340.9184416566
X_5698102 6 22341.0005863309
X_5714553 6 22341.0005863809
X_5725808 6 22341.0868125078
X_5766085 6 22341.602936232
X_5784900 6 22341.9018325534
X_5789381 6 22341.9018326034
X_5791760 6 22341.9018326534
X_5793401 6 22342.3475555887
X_5794919 6 22342.3475556387
X_5837839 6 22342.3475556887
X_5848158 6 22342.3475557387
X_5891566 6 22343.3231719431
X_5941786 6 22343.8336813563
X_5943131 6 22343.8336814063
X_5945049 6 22343.8336814563
X_5958810 6 22343.8336815063
X_5962082 6 22343.8336815563
X_5965843 6 22343.8336816063
X_5972658 6 22343.8336816563
X_5975628 6 22343.8336817063
X_5983119 6 22343.8336817563
X_5984988 6 22343.8336818063
X_5990410 6 22343.8336818563
X_6015391 6 22343.8336819063
X_6016714 6 22343.8336819563
X_6018211 6 22344.1326886419
X_6020910 6 22344.6477211218
X_6050865 6 22344.9467277531
X_6062949 6 22344.9467278031
X_6067689 6 22344.9467278531
X_6075218 6 22344.9467279031
X_6093280 6 22344.9467279531
X_6093619 6 22345.2431006114
X_6096498 6 22345.2431006614
X_6104697 6 22345.5383712671
X_6113265 6 22346.0523700282
X_6114211 6 22346.5652464095
X_6114462 6 22347.0784748669
X_6118594 6 22347.524979273
X_6118750 6 22347.524979323
X_6128122 6 22348.5010633775
X_6128740 6 22349.0116268719
X_6147556 6 22349.5244616571
X_6192624 6 22349.5244617071
X_6201087 6 22349.5244617571
X_6203666 6 22349.5244618071
X_6205867 6 22349.5244618571
X_6211065 6 22349.5244619071
X_6212378 6 22349.5244619571
X_6224020 6 22349.5244620071
X_6224070 6 22349.5244620571
X_6240846 6 22349.5244621071
X_6246446 6 22349.5244621571
X_6247634 6 22349.5244622071
X_6251441 6 22349.5244622571
X_6263868 6 22349.5244623071
X_6266035 6 22349.826941784
X_6269883 6 22350.3419349316
X_6285209 6 22350.6410305042
X_6285882 6 22351.6224378152
X_6387069 6 22351.9251164444
X_6393965 6 22352.3740274257
X_6400425 6 22352.6790516512
X_6401624 6 22353.192357296
X_6478029 6 22353.7062976808
X_6480036 6 22354.012092127
X_6481296 6 22354.3119674978
X_6507512 6 22354.6195614185
X_6541233 6 22354.7022672509
X_6549381 6 22354.7022673009
X_6562845 6 22354.7767168834
X_6581553 6 22354.7767169334
X_6588511 6 22354.7767169834
X_6592209 6 22355.2948019994
X_6593445 6 22355.2948026952
X_6604373 6 22355.2948027452
X_6611275 6 22355.3700868509
X_6624073 6 22355.8862821283
X_6628410 6 22356.1819776203
X_6635276 6 22356.1819776703
X_6650715 6 22356.1819777203
X_6654659 6 22356.1819777703
X_6670251 6 22356.1819778203
X_6675471 6 22356.1819778703
X_6702972 6 22356.1819779203
X_6710210 6 22356.1819779703
X_6713510 6 22356.1819780203
X_6717208 6 22356.1819780703
X_6719894 6 22356.1819781203
X_6727587 6 22356.1819781703
X_6798075 6 22356.1819782203
X_6826425 6 22356.4783685574
X_6829611 6 22356.4783686074
X_6888910 6 22356.7747682806
X_6892749 6 22357.0710520866
X_6939275 6 22357.0710521366
X_6939276 6 22357.0710521866
X_6954121 6 22357.0710522366
X_7032214 6 22357.3673278241
X_7065688 6 22357.3673278741
X_7065689 6 22357.3673279241
X_7072065 6 22357.3673279741
X_7080803 6 22357.3673280241
X_7092113 6 22357.3673280741
X_7093932 6 22357.3673281241
X_7103756 6 22357.3673281741
X_7108936 6 22357.3673282241
X_7157233 6 22357.3673282741
X_7171517 6 22357.3673283241
X_7193936 6 22357.3673283741
X_7220470 6 22357.3673284241
X_7237108 6 22357.3673284741
X_7252064 6 22357.3673285241
X_7260340 6 22357.3673285741
X_7295563 6 22357.3673286241
X_7306681 6 22357.3673286741
X_7311868 6 22357.3673287241
X_7322907 6 22357.3673287741
X_7330342 6 22357.3673288241
X_7330932 6 22357.8795183249
X_7331885 6 22357.8795183749
X_7336315 6 22357.8795184249
X_7363761 6 22357.8795184749
X_7516978 6 22357.8795185249
X_7601613 6 22357.8795185749
X_7604118 6 22357.8795186249
X_7609710 6 22358.3910734983
X_7610719 6 22358.3910735483
X_7866197 6 22358.3910735983
X_7924476 6 22358.6939800333
X_7930999 6 22358.9975371886
X_7933557 6 22359.3010829306
X_7938486 6 22359.6046274902
X_7952673 6 22359.6046275402
X_7954516 6 22359.6046275902
X_8005825 6 22359.6046276402
X_8015339 6 22359.6046276902
X_8040715 6 22359.6046277402
X_8042009 6 22359.6046277902
X_8067778 6 22359.6046278402
X_8071211 6 22359.6046278902
X_8093275 6 22359.6046279402
X_8097206 6 22360.1168181683
X_8098596 6 22360.1168182183
X_8130392 6 22360.1168182683
X_8161933 6 22360.4157483251
X_8257128 6 22360.9318555367
X_8305027 6 22361.0186836671
X_8314921 6 22361.5348011042
X_8327703 6 22361.8317249384
X_8383537 6 22361.8317249884
X_8393246 6 22361.8317250384
X_8429584 6 22361.8317250884
X_8438526 6 22361.8317251384
X_8440765 6 22361.8317251884
X_8556653 6 22361.8317252384
X_8672201 6 22361.8317252884
X_8741864 6 22361.8317253384
X_8779545 6 22361.8317253884
X_8822483 6 22361.8317254384
X_8836443 6 22361.8317254884
X_8874751 6 22361.8317255384
X_8908299 6 22361.8317255884
X_8996734 6 22361.8317256384
X_9060532 6 22361.8317256884
X_9104849 6 22361.8317257384
X_9133567 6 22361.8317257884
X_9187607 6 22361.8317258384
X_9204092 6 22361.8317258884
X_9221914 6 22361.8317259384
X_9235034 6 22361.8317259884
X_9237684 6 22361.8317260384
X_9244024 6 22361.8317260884
X_9298739 6 22361.8317261384
X_9361159 6 22362.347179454
X_9368924 6 22362.347179504
X_9371467 6 22362.347179554
X_9396014 6 22362.347179604
X_9416662 6 22362.347179654
X_9456926 6 22362.347179704
X_9461948 6 22362.347179754
X_9478297 6 22362.347179804
X_9516742 6 22362.347179854
X_9574326 6 22362.347179904
X_9642460 6 22362.347179954
X_9648701 6 22362.347180004
X_9681236 6 22362.347180054
X_9683991 6 22362.347180104
X_9740540 6 22362.347180154
X_9771582 6 22362.347180204
X_9798143 6 22362.347180254
X_9808701 6 22362.347180304
X_9813798 6 22362.347180354
X_9817818 6 22362.347180404
X_9819612 6 22362.347180454
X_9834066 6 22362.347180504
X_9915190 6 22362.347180554
X_9924330 6 22362.347180604
X_9975999 6 22362.347180654
X_9976959 6 22362.347180704
X_9987624 6 22362.347180754
X_10059874 6 22362.347180804
X_10062474 6 22362.347180854
X_10070954 6 22362.347180904
X_10141723 6 22362.347180954
X_10143979 6 22362.6461874944
X_10156074 6 22363.1612231501
X_10181015 6 22363.4602296905
X_10331392 6 22363.4602297405
X_10364745 6 22363.4602297905
X_10392671 6 22363.4602298405
X_10424203 6 22363.4602298905
X_10520336 6 22363.4602299405
X_10550275 6 22363.4602299905
X_10676314 6 22363.4602300405
X_10751394 6 22363.4602300905
X_10768230 6 22363.4602301405
X_10818438 6 22363.4602301905
X_11113486 6 22363.4602302405
X_11127774 6 22363.4602302905
X_11582181 6 22363.4602303405
X_11599514 6 22363.4602303905
X_11606706 6 22363.4602304405
X_11609033 6 22363.4602304905
X_11632667 6 22363.4602305405
X_11639349 6 22363.4602305905
X_11651095 6 22363.4602306405
X_11660529 6 22363.4602306905
X_11681703 6 22363.4602307405
X_11706478 6 22363.4602307905
X_11844850 6 22363.4602308405
X_12009704 6 22363.4602308905
X_12058153 6 22363.4602309405
X_12059367 6 22363.4602309905
X_12060218 6 22363.759259032
X_12061864 6 22364.2736561228
X_12080379 6 22364.5726918444
X_12173873 6 22364.5726918944
X_12176586 6 22364.5726919444
X_12395778 6 22364.5726919944
X_12501012 6 22364.5726920444
X_12517029 6 22364.5726920944
X_12529117 6 22364.5726921444
X_12562888 6 22364.5726921944
X_12570073 6 22364.5726922444
X_12649405 6 22364.5726922944
X_12779379 6 22364.5726923444
X_12970715 6 22364.5726923944
X_12981332 6 22364.5726924444
X_13032207 6 22364.5726924944
X_13173402 6 22364.8640919757
X_13208286 6 22364.8640920257
X_13271672 6 22364.8640920757
X_13419973 6 22364.8640921257
X_13427216 6 22364.8640921757
X_13631597 6 22364.8640922257
X_13681637 6 22365.1554935035
X_13693306 6 22365.1554935535
X_13779716 6 22365.1554936035
X_13870267 6 22365.450609738
X_13996873 6 22365.9671896596
X_14006043 6 22365.9671908596
X_14049288 6 22365.9671909096
X_14149957 6 22366.0466605705
X_14168958 6 22366.5639052281
X_14186268 6 22366.6475130182
X_14276064 6 22367.1651498541
X_14289993 6 22367.1651499041
X_14304546 6 22367.1651499541
X_14314771 6 22367.4614107788
X_14333978 6 22367.9753776094
X_14335848 6 22367.9753776594
X_14339746 6 22367.9753777094
X_14340274 6 22368.2789757242
X_14341180 6 22368.5793332266
X_14341241 6 22368.8844685066
X_14344388 6 22368.8844685566
X_14493964 6 22368.8844686066
X_14506787 6 22368.8844686566
X_14671106 6 22369.4010036432
X_14715968 6 22369.7013671928
X_14784197 6 22369.7013672428
X_14817009 6 22369.7013672928
X_14818761 6 22369.7013673428
X_14833417 6 22369.7013673928
X_14839036 6 22369.7013674428
X_14845501 6 22369.7013674928
X_14847141 6 22369.7013675428
X_14880898 6 22369.7013675928
X_14973129 6 22369.7013676428
X_14980068 6 22369.7013676928
X_15071101 6 22369.7013677428
X_15089469 6 22369.7013677928
X_15098262 6 22369.7013678428
X_15103528 6 22369.7013678928
X_15104238 6 22369.7013679428
X_15106487 6 22369.7013679928
X_15114211 6 22369.7013680428
X_15124210 6 22369.7013680928
X_15202574 6 22369.7013681428
X_15211829 6 22369.7013681928
X_15324120 6 22370.2129488648
X_15407438 6 22370.7258199087
X_15521187 6 22370.7258199587
X_15532242 6 22370.7258200087
X_15542461 6 22370.7258200587
X_15555628 6 22370.7258201087
X_15626295 6 22370.7258201587
X_15630161 6 22370.7258202087
X_15746210 6 22370.7258202587
X_15789716 6 22371.2373677464
X_15795276 6 22371.2373677964
X_15802503 6 22371.2373678464
X_15852982 6 22371.2373678964
X_15910550 6 22371.2373679464
X_16032086 6 22371.2373679964
X_16081307 6 22371.2373680464
X_16111043 6 22371.7495839007
X_16123230 6 22372.2624385676
X_16123324 6 22372.2624386176
X_16126737 6 22372.2624386676
X_16137523 6 22372.2624387176
X_16141592 6 22372.2624387676
X_16145051 6 22372.2624388176
X_16170437 6 22372.2624388676
X_16182231 6 22372.2624389176
X_16184810 6 22372.2624389676
X_16209108 6 22372.2624390176
X_16284021 6 22372.2624390677
X_16289955 6 22372.2624391176
X_16367841 6 22372.2624391676
X_16436671 6 22372.2624392176
X_16526848 6 22372.2624392676
X_16536222 6 22372.2624393176
X_16545654 6 22372.2624393676
X_16549815 6 22372.5614672096
X_16556052 6 22373.0758702804
X_16572569 6 22373.374905731
X_16669652 6 22373.374905781
X_16757055 6 22373.374905831
X_16766832 6 22373.374905881
X_16769075 6 22373.374905931
X_16786014 6 22373.374905981
X_16813181 6 22373.374906031
X_16822338 6 22373.374906081
X_16826328 6 22373.374906131
X_16832714 6 22373.374906181
X_16836633 6 22373.374906231
X_16849362 6 22373.374906281
X_16852526 6 22373.374906331
X_16856060 6 22373.374906381
X_16879732 6 22373.374906431
X_16903568 6 22373.374906481
X_16938125 6 22373.374906531
X_16945683 6 22373.374906581
X_17017139 6 22373.8864732287
X_17027491 6 22374.3993446228
X_17047013 6 22374.3993446728
X_17093495 6 22374.3993447228
X_17099823 6 22374.7010618962
X_17101272 6 22374.7010619462
X_17118019 6 22375.0002053405
X_17136984 6 22375.5119525848
X_17162601 6 22375.5119526348
X_17183878 6 22375.5119526848
X_17233026 6 22375.5119527348
X_17245438 6 22375.5119527848
X_17251246 6 22375.5119528348
X_17252723 6 22375.5119528848
X_17272158 6 22375.5119529348
X_17274195 6 22375.5119529848
X_17278212 6 22375.5119530348
X_17278997 6 22376.0247747671
X_17284419 6 22376.0247748171
X_17289930 6 22376.0247748671
X_17294760 6 22376.0247749171
X_17390066 6 22376.0247749671
X_17582078 6 22376.0247750171
X_17642311 6 22376.0247750671
X_17644425 6 22376.0247751171
X_17655681 6 22376.0247751671
X_17656232 6 22376.0247752171
X_17661568 6 22376.0247752671
X_17669839 6 22376.0247753171
X_17705226 6 22376.0247753671
X_17712252 6 22376.0247754171
X_17724036 6 22376.0247754671
X_17726109 6 22376.0247755171
X_17730330 6 22376.0247755671
X_17734581 6 22376.5376007596
X_17746346 6 22376.5376008096
X_17750619 6 22376.5376008596
X_17763653 6 22376.8297779383
X_17764569 6 22376.8297779883
X_17924236 6 22377.1219550944
X_17928407 6 22377.1219551444
X_17950715 6 22377.1219551944
X_18011967 6 22377.1219552444
X_18042611 6 22377.1219552944
X_18070936 6 22377.1219553444
X_18234529 6 22377.1219553944
X_18240041 6 22377.1219554444
X_18243223 6 22377.1219554944
X_18265674 6 22377.1219555444
X_18280261 6 22377.1219555944
X_18318538 6 22377.6347807579
X_18328421 6 22377.6347808079
X_18331761 6 22377.6347808579
X_18341436 6 22377.6347809079
X_18361500 6 22377.6347809579
X_18436035 6 22377.6347810079
X_18510860 6 22377.6347810579
X_18518948 6 22377.6347811079
X_18534765 6 22377.6347811579
X_18558136 6 22377.6347812079
X_18580143 6 22377.6347812579
X_18608024 6 22377.6347813079
X_18652861 6 22377.6347813579
X_18657700 6 22378.1476193752
X_18663685 6 22378.6605109357
X_18730149 6 22379.1734057198
X_18734225 6 22379.6856089405
X_18737555 6 22379.6856089905
X_18801222 6 22379.6856090405
X_18804661 6 22379.9839801687
X_18848446 6 22380.4990191239
X_18850304 6 22380.7980136253
X_18878853 6 22380.7980136753
X_18885543 6 22380.7980137253
X_18886703 6 22380.7980137753
X_18892985 6 22380.7980138253
X_18898129 6 22380.7980138753
X_18944462 6 22380.7980139253
X_18977995 6 22380.7980139753
X_19045506 6 22380.7980140253
X_19142198 6 22381.3119726691
X_19264778 6 22381.607243432
X_19266117 6 22381.607243482
X_19268839 6 22381.9029762356
X_19284674 6 22381.9029762856
X_19290995 6 22381.9029763356
X_19296192 6 22381.9029763856
X_19323217 6 22381.9029764356
X_19375998 6 22382.4151633719
X_19386710 6 22382.4151634219
X_19388867 6 22382.4151634719
X_19394830 6 22382.4151635219
X_19398575 6 22382.4151635719
X_19400336 6 22382.415163622
X_19411178 6 22382.415163672
X_19411951 6 22382.7527985262
X_19415549 6 22383.2814987852
X_19417213 6 22383.6046475924
X_19433399 6 22383.6046476424
X_19438777 6 22383.6046476924
X_19460502 6 22383.6046477424
X_19468862 6 22383.6046477924
X_19471150 6 22383.6046478424
X_19497083 6 22383.6046478924
X_19498207 6 22383.6046479424
X_19530499 6 22384.1168528447
X_19533272 6 22384.1168528947
X_19533304 6 22384.1168529447
X_19539257 6 22384.1168529947
X_19573502 6 22384.1168530447
X_19581291 6 22384.1168530947
X_19618911 6 22384.1168531447
X_19621445 6 22384.1168531947
X_19627965 6 22384.1168532447
X_19628179 6 22384.4193850049
X_19630616 6 22384.933748507
X_19631237 6 22385.2362968114
X_19631775 6 22385.5389246812
X_19640944 6 22386.0532904013
X_19645948 6 22386.3552983032
X_19658065 6 22386.3552983532
X_19693539 6 22386.8692925362
X_19819623 6 22387.1650529736
X_19840944 6 22387.1650530236
X_19886654 6 22387.1650530736
X_19892355 6 22387.1650531236
X_19898550 6 22387.1650531736
X_19905106 6 22387.6809695907
X_19917338 6 22387.9793287804
X_20063411 6 22387.9793288304
X_20065020 6 22387.9793288804
X_20065845 6 22388.1313602341
X_20067971 6 22388.4375097184
