OG0003590: CBRIG.QX1410.4355.1 CELEG.4R79.1a CINOP.Sp34_40219410.t1 CNIGO.Cni-nas-6
OG0008769: CBRIG.QX1410.11779.2 CELEG.K06A1.4 CINOP.Sp34_20279200.t1 CNIGO.Cni-nhr-22
OG0008770: CBRIG.QX1410.11780.2 CELEG.K06A1.5 CINOP.Sp34_20279110.t1 CNIGO.Cni-atg-16.2.1
OG0008771: CBRIG.QX1410.11782.5 CELEG.K06A1.6e CINOP.Sp34_20278900.t1 CNIGO.Cni-dgk-5.1
OG0008772: CBRIG.QX1410.3005.1 CELEG.K06A4.1 CINOP.Sp34_50246600.t1 CNIGO.Cni-nas-3
OG0008773: CBRIG.QX1410.3006.1 CELEG.K06A4.2a CINOP.Sp34_50246810.t1 CNIGO.Cni-K06A4.2.1
OG0008774: CBRIG.QX1410.3008.1 CELEG.K06A4.3 CINOP.Sp34_50247100.t1 CNIGO.Cni-gsnl-1
OG0008775: CBRIG.QX1410.3009.1 CELEG.K06A4.4 CINOP.Sp34_50247310.t1 CNIGO.Cni-swt-5.1
OG0008776: CBRIG.QX1410.3010.1 CELEG.K06A4.5 CINOP.Sp34_50247320.t1 CNIGO.Cni-haao-1
OG0008777: CBRIG.QX1410.15213.1 CELEG.K06A5.2 CINOP.Sp34_10328600.t1 CNIGO.Cni-K06A5.2
OG0008778: CBRIG.QX1410.15212.1 CELEG.K06A5.3 CINOP.Sp34_10328510.t1 CNIGO.Cni-K06A5.3.1
OG0008779: CBRIG.QX1410.15218.1 CELEG.K06A5.8b CINOP.Sp34_10328910.t1 CNIGO.Cni-nmtn-1.1
OG0008780: CBRIG.QX1410.16350.2 CELEG.K06A9.2 CINOP.Sp34_X0005200.t1 CNIGO.Cni-K06A9.2
OG0008782: CBRIG.QX1410.2865.2 CELEG.K06C4.6a CINOP.Sp34_50230700.t1 CNIGO.Cni-mod-1.1
OG0008783: CBRIG.QX1410.10012.1 CELEG.K06H7.4 CINOP.Sp34_30053200.t1 CNIGO.Cnig_chr_III.g11774.1
OG0008784: CBRIG.QX1410.10010.2 CELEG.K06H7.6 CINOP.Sp34_30052900.t1 CNIGO.Cni-apc-2.1
OG0008785: CBRIG.QX1410.10011.1 CELEG.K06H7.7 CINOP.Sp34_30053100.t1 CNIGO.Cni-K06H7.7
OG0008787: CBRIG.QX1410.14304.1 CELEG.K07A1.10 CINOP.Sp34_10067900.t1 CNIGO.Cni-K07A1.10
OG0008788: CBRIG.QX1410.14303.1 CELEG.K07A1.11 CINOP.Sp34_10068010.t1 CNIGO.Cnig_chr_I.g1429
OG0008789: CBRIG.QX1410.14302.1 CELEG.K07A1.12 CINOP.Sp34_10068020.t1 CNIGO.Cnig_chr_I.g1428
OG0008790: CBRIG.QX1410.14308.1 CELEG.K07A1.15 CINOP.Sp34_10067600.t1 CNIGO.Cni-K07A1.15
OG0008791: CBRIG.QX1410.14309.1 CELEG.K07A1.16a CINOP.Sp34_10067500.t1 CNIGO.Cni-aqp-9
OG0008792: CBRIG.QX1410.14316.1 CELEG.K07A1.2 CINOP.Sp34_10066900.t1 CNIGO.Cni-dut-1.1
OG0008793: CBRIG.QX1410.14315.1 CELEG.K07A1.3 CINOP.Sp34_10067000.t1 CNIGO.Cni-K07A1.3
OG0008794: CBRIG.QX1410.14312.1 CELEG.K07A1.6 CINOP.Sp34_10067300.t1 CNIGO.Cni-K07A1.6.1
OG0008795: CBRIG.QX1410.14311.2 CELEG.K07A1.7 CINOP.Sp34_10067400.t1 CNIGO.Cni-cri-1
OG0008796: CBRIG.QX1410.14307.1 CELEG.K07A1.8 CINOP.Sp34_10067700.t1 CNIGO.Cni-ile-1
OG0008797: CBRIG.QX1410.14305.3 CELEG.K07A1.9a CINOP.Sp34_10067800.t1 CNIGO.Cni-K07A1.9.1
OG0008798: CBRIG.QX1410.13783.1 CELEG.K07A12.1 CINOP.Sp34_10301200.t1 CNIGO.Cni-K07A12.1
OG0008799: CBRIG.QX1410.13780.1 CELEG.K07A12.2 CINOP.Sp34_10301510.t1 CNIGO.Cni-egg-6
OG0008800: CBRIG.QX1410.15031.1 CELEG.K07A12.3 CINOP.Sp34_10246000.t1 CNIGO.Cnig_chr_I.g2232
OG0008801: CBRIG.QX1410.15033.1 CELEG.K07A12.4a CINOP.Sp34_10245920.t1 CNIGO.Cni-K07A12.4.1
OG0008802: CBRIG.QX1410.13779.1 CELEG.K07A12.6 CINOP.Sp34_10301520.t1 CNIGO.Cni-hot-5
OG0008803: CBRIG.QX1410.15032.1 CELEG.K07A12.7 CINOP.Sp34_10245930.t1 CNIGO.Cni-mrps-15.1
OG0008804: CBRIG.QX1410.13984.1 CELEG.K07A3.1a CINOP.Sp34_10138600.t1 CNIGO.Cni-fbp-1
OG0008805: CBRIG.QX1410.13983.1 CELEG.K07A3.2a CINOP.Sp34_10138700.t1 CNIGO.Cni-ptr-12
OG0008806: CBRIG.QX1410.13982.1 CELEG.K07A3.3b CINOP.Sp34_10138800.t1 CNIGO.Cni-K07A3.3
OG0008807: CBRIG.QX1410.7244.1 CELEG.K07A9.2 CINOP.Sp34_40042300.t1 CNIGO.Cni-cmk-1.3
OG0008808: CBRIG.QX1410.2986.1 CELEG.K07B1.1 CINOP.Sp34_50244600.t1 CNIGO.Cni-try-5
OG0008809: CBRIG.QX1410.2978.1 CELEG.K07B1.2 CINOP.Sp34_50243900.t1 CNIGO.Cni-coq-6
OG0008810: CBRIG.QX1410.2977.1 CELEG.K07B1.3 CINOP.Sp34_50243800.t1 CNIGO.Cni-ucp-4
OG0008811: CBRIG.QX1410.2976.1 CELEG.K07B1.4a CINOP.Sp34_50243600.t1 CNIGO.Cni-K07B1.4
OG0008812: CBRIG.QX1410.2975.1 CELEG.K07B1.5b CINOP.Sp34_50243710.t1 CNIGO.Cni-acl-14
OG0008813: CBRIG.QX1410.2985.3 CELEG.K07B1.7a CINOP.Sp34_50244500.t1 CNIGO.Cni-K07B1.7
OG0008814: CBRIG.QX1410.11525.1 CELEG.K07C10.1 CINOP.Sp34_20334900.t1 CNIGO.Cni-ptr-13.1
OG0008815: CBRIG.QX1410.195.2 CELEG.K07C11.1 CINOP.Sp34_50106000.t1 CNIGO.Cni-pax-1.1
OG0008816: CBRIG.QX1410.194.1 CELEG.K07C11.2 CINOP.Sp34_50105900.t1 CNIGO.Cni-air-1.1
OG0008817: CBRIG.QX1410.190.1 CELEG.K07C11.3 CINOP.Sp34_50105600.t1 CNIGO.Cni-K07C11.3
OG0008818: CBRIG.QX1410.189.1 CELEG.K07C11.4 CINOP.Sp34_50105400.t1 CNIGO.Cni-K07C11.4
OG0008819: CBRIG.QX1410.188.1 CELEG.K07C11.5 CINOP.Sp34_50105300.t1 CNIGO.Cni-cri-2
OG0008820: CBRIG.QX1410.191.2 CELEG.K07C11.7a CINOP.Sp34_50105700.t1 CNIGO.Cni-K07C11.7.2
OG0008821: CBRIG.QX1410.193.1 CELEG.K07C11.9 CINOP.Sp34_50105800.t1 CNIGO.Cni-cogc-6
OG0008822: CBRIG.QX1410.2387.2 CELEG.K07C5.1 CINOP.Sp34_50288100.t1 CNIGO.Cni-arx-2
OG0008823: CBRIG.QX1410.2382.3 CELEG.K07C5.5 CINOP.Sp34_50288800.t1 CNIGO.Cni-ceeh-2.2
OG0008824: CBRIG.QX1410.2381.2 CELEG.K07C5.7 CINOP.Sp34_50288900.t1 CNIGO.Cni-ttll-15
OG0008825: CBRIG.QX1410.2380.3 CELEG.K07C5.8b CINOP.Sp34_50289000.t1 CNIGO.Cni-cash-1
OG0008826: CBRIG.QX1410.2384.1 CELEG.K07C5.9 CINOP.Sp34_50288500.t1 CNIGO.Cni-K07C5.9
OG0008827: CBRIG.QX1410.10415.1 CELEG.K07D4.4 CINOP.Sp34_20238100.t1 CNIGO.Cni-K07D4.4
OG0008828: CBRIG.QX1410.10417.1 CELEG.K07D4.5 CINOP.Sp34_20237800.t1 CNIGO.Cni-K07D4.5
OG0008829: CBRIG.QX1410.10418.1 CELEG.K07D4.6 CINOP.Sp34_20237700.t1 CNIGO.Cni-K07D4.6
OG0008830: CBRIG.QX1410.10419.3 CELEG.K07D4.7a CINOP.Sp34_20237600.t1 CNIGO.Cni-ephx-1.1
OG0008831: CBRIG.QX1410.10416.1 CELEG.K07D4.9 CINOP.Sp34_20237900.t1 CNIGO.Cnig_chr_II.g4313
OG0008832: CBRIG.QX1410.9743.5 CELEG.K07D8.1 CINOP.Sp34_30050500.t1 CNIGO.Cni-mup-4.1
OG0008833: CBRIG.QX1410.10513.1 CELEG.K07E1.1 CINOP.Sp34_20229300.t1 CNIGO.Cni-K07E1.1
OG0008834: CBRIG.QX1410.8818.1 CELEG.K07E12.2 CINOP.Sp34_30246100.t1 CNIGO.Cni-K07E12.2
OG0008835: CBRIG.QX1410.18597.1 CELEG.K07E3.1 CINOP.Sp34_X0217100.t1 CNIGO.Cni-K07E3.1
OG0008836: CBRIG.QX1410.18595.1 CELEG.K07E3.2 CINOP.Sp34_X0216900.t1 CNIGO.Cni-K07E3.2.1
OG0008837: CBRIG.QX1410.18591.1 CELEG.K07E3.4a CINOP.Sp34_X0216310.t1 CNIGO.Cni-K07E3.4.1
OG0008838: CBRIG.QX1410.18594.3 CELEG.K07E3.7c CINOP.Sp34_X0216600.t1 CNIGO.Cni-catp-5
OG0008839: CBRIG.QX1410.18593.1 CELEG.K07E3.8 CINOP.Sp34_X0216500.t1 CNIGO.Cni-vem-1
OG0008840: CBRIG.QX1410.18596.2 CELEG.K07E3.9 CINOP.Sp34_X0217000.t1 CNIGO.Cni-K07E3.9
OG0008841: CBRIG.QX1410.12531.1 CELEG.K07E8.5 CINOP.Sp34_20040900.t1 CNIGO.Cni-frpr-14
OG0008842: CBRIG.QX1410.12530.2 CELEG.K07E8.7a CINOP.Sp34_20041000.t1 CNIGO.Cnig_chr_II.g7022.1
OG0008843: CBRIG.QX1410.6090.1 CELEG.K07F5.12 CINOP.Sp34_30068700.t1 CNIGO.Cni-K07F5.12
OG0008844: CBRIG.QX1410.6089.1 CELEG.K07F5.13c CINOP.Sp34_40156600.t1 CNIGO.Cni-npp-1.2
OG0008845: CBRIG.QX1410.6088.1 CELEG.K07F5.14 CINOP.Sp34_40156700.t1 CNIGO.Cni-K07F5.14
OG0008846: CBRIG.QX1410.15226.1 CELEG.K07F5.4 CINOP.Sp34_10332600.t1 CNIGO.Cni-kin-24
OG0008847: CBRIG.QX1410.14554.1 CELEG.K07G5.1 CINOP.Sp34_10083800.t1 CNIGO.Cni-crml-1.1
OG0008848: CBRIG.QX1410.14553.1 CELEG.K07G5.2 CINOP.Sp34_10083900.t1 CNIGO.Cni-xpa-1
OG0008849: CBRIG.QX1410.14552.1 CELEG.K07G5.3 CINOP.Sp34_10084000.t1 CNIGO.Cni-mks-6
OG0008850: CBRIG.QX1410.14551.1 CELEG.K07G5.4 CINOP.Sp34_10084100.t1 CNIGO.Cni-K07G5.4
OG0008851: CBRIG.QX1410.14550.1 CELEG.K07G5.5 CINOP.Sp34_10084200.t1 CNIGO.Cni-K07G5.5
OG0008852: CBRIG.QX1410.14555.1 CELEG.K07G5.6 CINOP.Sp34_10083710.t1 CNIGO.Cni-fecl-1
OG0008853: CBRIG.QX1410.6388.1 CELEG.K07H8.1 CINOP.Sp34_40112500.t1 CNIGO.Cni-tbce-1
OG0008854: CBRIG.QX1410.6391.1 CELEG.K07H8.10 CINOP.Sp34_40112200.t1 CNIGO.Cni-K07H8.10
OG0008855: CBRIG.QX1410.6393.1 CELEG.K07H8.11 CINOP.Sp34_40111900.t1 CNIGO.Cni-K07H8.11
OG0008856: CBRIG.QX1410.6389.3 CELEG.K07H8.2a CINOP.Sp34_40112400.t1 CNIGO.Cni-K07H8.2
OG0008857: CBRIG.QX1410.6390.1 CELEG.K07H8.3 CINOP.Sp34_40112310.t1 CNIGO.Cni-daf-31
OG0008858: CBRIG.QX1410.7982.1 CELEG.K07H8.5 CINOP.Sp34_30174710.t1 CNIGO.Cni-K07H8.5
OG0008859: CBRIG.QX1410.6392.1 CELEG.K07H8.9 CINOP.Sp34_40112100.t1 CNIGO.Cni-K07H8.9
OG0008860: CBRIG.QX1410.12481.1 CELEG.K08A2.5a CINOP.Sp34_20043900.t1 CNIGO.Cni-nhr-88.2
OG0008861: CBRIG.QX1410.18444.1 CELEG.K08A8.1a CINOP.Sp34_X0205600.t1 CNIGO.Cnig_chr_X.g24784
OG0008862: CBRIG.QX1410.18442.4 CELEG.K08A8.2a CINOP.Sp34_X0205400.t1 CNIGO.Cni-sox-2
OG0008863: CBRIG.QX1410.18443.1 CELEG.K08A8.3a CINOP.Sp34_X0205500.t1 CNIGO.Cni-coh-1.2
OG0008864: CBRIG.QX1410.2674.1 CELEG.K08B12.1 CINOP.Sp34_50209300.t1 CNIGO.Cni-K08B12.1
OG0008865: CBRIG.QX1410.2671.1 CELEG.K08B12.2 CINOP.Sp34_50208900.t1 CNIGO.Cni-dmd-7
OG0008866: CBRIG.QX1410.2670.1 CELEG.K08B12.3 CINOP.Sp34_50208800.t1 CNIGO.Cni-K08B12.3
OG0008867: CBRIG.QX1410.2673.1 CELEG.K08B12.5a CINOP.Sp34_50209210.t1 CNIGO.Cni-mrck-1.1
OG0008868: CBRIG.QX1410.5299.5 CELEG.K08B4.1d CINOP.Sp34_40160700.t1 CNIGO.Cni-lag-1.1
OG0008869: CBRIG.QX1410.5295.1 CELEG.K08B4.2 CINOP.Sp34_40159900.t1 CNIGO.Cni-K08B4.2
OG0008870: CBRIG.QX1410.16399.1 CELEG.K08B5.1 CINOP.Sp34_X0043700.t1 CNIGO.Cni-K08B5.1
OG0008871: CBRIG.QX1410.16398.1 CELEG.K08B5.2 CINOP.Sp34_X0043600.t1 CNIGO.Cni-K08B5.2.1
OG0008872: CBRIG.QX1410.6579.1 CELEG.K08C7.1 CINOP.Sp34_40091810.t1 CNIGO.Cni-K08C7.1.1
OG0008873: CBRIG.QX1410.6574.3 CELEG.K08C7.3f CINOP.Sp34_40092500.t1 CNIGO.Cni-epi-1.2
OG0008874: CBRIG.QX1410.6575.1 CELEG.K08C7.7 CINOP.Sp34_40092310.t1 CNIGO.Cni-K08C7.7
OG0008875: CBRIG.QX1410.7224.1 CELEG.K08C9.1 CINOP.Sp34_40044800.t1 CNIGO.Cni-K08C9.1
OG0008876: CBRIG.QX1410.7225.1 CELEG.K08C9.2 CINOP.Sp34_40044700.t1 CNIGO.Cni-K08C9.2.1
OG0008877: CBRIG.QX1410.15910.1 CELEG.K08C9.4 CINOP.Sp34_10046800.t1 CNIGO.Cni-col-65
OG0008878: CBRIG.QX1410.15335.1 CELEG.K08C9.5 CINOP.Sp34_30031000.t1 CNIGO.Cni-K08C9.5
OG0008879: CBRIG.QX1410.7024.2 CELEG.K08D10.12a CINOP.Sp34_40013910.t1 CNIGO.Cni-tsen-34
OG0008880: CBRIG.QX1410.7025.1 CELEG.K08D10.2a CINOP.Sp34_40013920.t1 CNIGO.Cni-dnj-15.1
OG0008881: CBRIG.QX1410.7026.1 CELEG.K08D10.3a CINOP.Sp34_40013930.t1 CNIGO.Cnig_chr_IV.g15848.1
OG0008882: CBRIG.QX1410.7027.1 CELEG.K08D10.4 CINOP.Sp34_40014000.t1 CNIGO.Cnig_chr_IV.g15847
OG0008883: CBRIG.QX1410.7259.1 CELEG.K08D12.1 CINOP.Sp34_40030100.t1 CNIGO.Cni-pbs-1.1
OG0008884: CBRIG.QX1410.7258.3 CELEG.K08D12.2 CINOP.Sp34_40030300.t1 CNIGO.Cni-rpi-2
OG0008885: CBRIG.QX1410.7261.1 CELEG.K08D12.5a CINOP.Sp34_40029800.t1 CNIGO.Cni-bus-2.1
OG0008886: CBRIG.QX1410.7257.1 CELEG.K08D12.6 CINOP.Sp34_40030400.t1 CNIGO.Cni-K08D12.6
OG0008887: CBRIG.QX1410.7255.1 CELEG.K08D12.8 CINOP.Sp34_40030600.t1 CNIGO.Cni-K08D12.8
OG0008889: CBRIG.QX1410.8306.1 CELEG.K08E3.1 CINOP.Sp34_30107100.t1 CNIGO.Cni-tyr-2
OG0008890: CBRIG.QX1410.8315.1 CELEG.K08E3.10 CINOP.Sp34_30106900.t1 CNIGO.Cni-mlc-7
OG0008891: CBRIG.QX1410.8316.5 CELEG.K08E3.3b CINOP.Sp34_30106800.t1 CNIGO.Cni-toca-2.1
OG0008892: CBRIG.QX1410.8317.1 CELEG.K08E3.4 CINOP.Sp34_30106700.t1 CNIGO.Cni-dbn-1
OG0008893: CBRIG.QX1410.8318.1 CELEG.K08E3.5b CINOP.Sp34_30106610.t1 CNIGO.Cni-K08E3.5.1
OG0008894: CBRIG.QX1410.8319.1 CELEG.K08E3.6 CINOP.Sp34_30106500.t1 CNIGO.Cni-cyk-4
OG0008895: CBRIG.QX1410.8320.4 CELEG.K08E3.7a CINOP.Sp34_30106400.t1 CNIGO.Cni-pdr-1.1
OG0008896: CBRIG.QX1410.5897.1 CELEG.K08E4.1 CINOP.Sp34_40236200.t1 CNIGO.Cni-spt-5
OG0008897: CBRIG.QX1410.5898.1 CELEG.K08E4.2a CINOP.Sp34_40236300.t1 CNIGO.Cni-K08E4.2.1
OG0008898: CBRIG.QX1410.5899.3 CELEG.K08E4.3b CINOP.Sp34_40236400.t1 CNIGO.Cni-K08E4.3
OG0008899: CBRIG.QX1410.5900.1 CELEG.K08E4.5b CINOP.Sp34_40236500.t1 CNIGO.Cni-bath-37
OG0008900: CBRIG.QX1410.5901.1 CELEG.K08E4.6 CINOP.Sp34_40236600.t1 CNIGO.Cni-K08E4.6
OG0008902: CBRIG.QX1410.9030.1 CELEG.K08E5.2a CINOP.Sp34_30208800.t1 CNIGO.Cni-nac-3.1
OG0008903: CBRIG.QX1410.9033.1 CELEG.K08E5.3a CINOP.Sp34_30209000.t1 CNIGO.Cnig_chr_III.g10529.1
OG0008904: CBRIG.QX1410.7330.1 CELEG.K08E7.2 CINOP.Sp34_40031400.t1 CNIGO.Cni-hsb-1
OG0008905: CBRIG.QX1410.9282.1 CELEG.K08E7.3 CINOP.Sp34_30193200.t1 CNIGO.Cni-let-99
OG0008906: CBRIG.QX1410.7329.2 CELEG.K08E7.5a CINOP.Sp34_40021920.t1 CNIGO.Cni-K08E7.5
OG0008907: CBRIG.QX1410.7328.1 CELEG.K08E7.6 CINOP.Sp34_40022000.t1 CNIGO.Cni-K08E7.6.1
OG0008908: CBRIG.QX1410.7327.1 CELEG.K08E7.8a CINOP.Sp34_40022200.t1 CNIGO.Cni-K08E7.8
OG0008909: CBRIG.QX1410.7325.1 CELEG.K08E7.9 CINOP.Sp34_40022400.t1 CNIGO.Cni-pgp-1
OG0008910: CBRIG.QX1410.6256.1 CELEG.K08F11.3 CINOP.Sp34_40128020.t1 CNIGO.Cnig_chr_IV.g14590
OG0008911: CBRIG.QX1410.6255.1 CELEG.K08F11.5 CINOP.Sp34_40128710.t1 CNIGO.Cni-miro-1
OG0008912: CBRIG.QX1410.6036.1 CELEG.K08F4.12 CINOP.Sp34_40257810.t1 CNIGO.Cni-K08F4.12
OG0008913: CBRIG.QX1410.6039.1 CELEG.K08F4.2 CINOP.Sp34_40257500.t1 CNIGO.Cni-gtbp-1
OG0008914: CBRIG.QX1410.6038.2 CELEG.K08F4.4 CINOP.Sp34_40257600.t1 CNIGO.Cni-glt-3.1
OG0008915: CBRIG.QX1410.11345.1 CELEG.K08F8.1a CINOP.Sp34_20315200.t1 CNIGO.Cni-mak-1.1
OG0008916: CBRIG.QX1410.11347.1 CELEG.K08F8.2 CINOP.Sp34_20315300.t1 CNIGO.Cni-atf-2
OG0008917: CBRIG.QX1410.11349.2 CELEG.K08F8.3 CINOP.Sp34_20315500.t1 CNIGO.Cni-fut-1.1
OG0008918: CBRIG.QX1410.11335.3 CELEG.K08F8.4a CINOP.Sp34_20315600.t1 CNIGO.Cni-pah-1
OG0008919: CBRIG.QX1410.11334.2 CELEG.K08F8.6 CINOP.Sp34_20315720.t1 CNIGO.Cni-let-19.2
OG0008920: CBRIG.QX1410.11348.1 CELEG.K08F8.7 CINOP.Sp34_20315400.t1 CNIGO.Cni-K08F8.7
OG0008921: CBRIG.QX1410.3334.1 CELEG.K08F9.4 CINOP.Sp34_50339400.t1 CNIGO.Cni-K08F9.4.2
OG0008922: CBRIG.QX1410.3143.2 CELEG.K08H10.10a CINOP.Sp34_50262900.t1 CNIGO.Cni-K08H10.10
OG0008923: CBRIG.QX1410.3352.1 CELEG.K08H10.1k CINOP.Sp34_50328010.t1 CNIGO.Cnig_chr_V.g20799
OG0008924: CBRIG.QX1410.3144.2 CELEG.K08H10.4 CINOP.Sp34_50263200.t1 CNIGO.Cni-uda-1.1
OG0008925: CBRIG.QX1410.3140.1 CELEG.K08H10.6 CINOP.Sp34_50262700.t1 CNIGO.Cni-K08H10.6
OG0008926: CBRIG.QX1410.3138.2 CELEG.K08H10.7 CINOP.Sp34_50262400.t1 CNIGO.Cnig_chr_V.g20363.1
OG0008927: CBRIG.QX1410.3139.2 CELEG.K08H10.9 CINOP.Sp34_50262610.t1 CNIGO.Cni-trpp-6
OG0008928: CBRIG.QX1410.19145.1 CELEG.K08H2.8 CINOP.Sp34_X0153600.t1 CNIGO.Cni-nhr-32.1
OG0008929: CBRIG.QX1410.19272.1 CELEG.K09A9.1 CINOP.Sp34_X0131100.t1 CNIGO.Cni-nipi-3
OG0008930: CBRIG.QX1410.19273.1 CELEG.K09A9.2 CINOP.Sp34_X0131200.t1 CNIGO.Cni-rab-14.1
OG0008931: CBRIG.QX1410.19276.2 CELEG.K09A9.4 CINOP.Sp34_X0131400.t1 CNIGO.Cni-usp-33.1
OG0008932: CBRIG.QX1410.19279.1 CELEG.K09A9.6b CINOP.Sp34_X0131600.t1 CNIGO.Cni-K09A9.6.2
OG0008933: CBRIG.QX1410.6231.1 CELEG.K09B11.10 CINOP.Sp34_40131710.t1 CNIGO.Cni-mam-3.1
OG0008934: CBRIG.QX1410.6229.1 CELEG.K09B11.1a CINOP.Sp34_40132100.t1 CNIGO.Cnig_chr_IV.g14548.1
OG0008935: CBRIG.QX1410.6230.1 CELEG.K09B11.2a CINOP.Sp34_40132000.t1 CNIGO.Cnig_chr_IV.g14549
OG0008936: CBRIG.QX1410.6704.3 CELEG.K09B3.1b CINOP.Sp34_40079700.t1 CNIGO.Cni-K09B3.1.1
OG0008937: CBRIG.QX1410.17646.2 CELEG.K09C4.10 CINOP.Sp34_X0273210.t1 CNIGO.Cni-K09C4.10
OG0008938: CBRIG.QX1410.17641.1 CELEG.K09C4.8 CINOP.Sp34_X0273500.t1 CNIGO.Cni-sul-1.1
OG0008939: CBRIG.QX1410.17212.1 CELEG.K09C8.2 CINOP.Sp34_X0079100.t1 CNIGO.Cni-K09C8.2.2
OG0008940: CBRIG.QX1410.17211.1 CELEG.K09C8.3 CINOP.Sp34_X0079200.t1 CNIGO.Cni-nas-10.1
OG0008941: CBRIG.QX1410.17208.2 CELEG.K09C8.4 CINOP.Sp34_X0079310.t1 CNIGO.Cni-lge-1
OG0008942: CBRIG.QX1410.17206.1 CELEG.K09C8.5 CINOP.Sp34_X0079700.t1 CNIGO.Cni-pxn-2.2
OG0008943: CBRIG.QX1410.17215.1 CELEG.K09C8.7 CINOP.Sp34_X0078800.t1 CNIGO.Cni-K09C8.7
OG0008944: CBRIG.QX1410.17207.1 CELEG.K09C8.8 CINOP.Sp34_X0079600.t1 CNIGO.Cni-K09C8.8.1
OG0008945: CBRIG.QX1410.956.1 CELEG.K09D9.1 CINOP.Sp34_50014000.t1 CNIGO.Cni-K09D9.1
OG0008946: CBRIG.QX1410.18957.1 CELEG.K09E2.1 CINOP.Sp34_X0171000.t1 CNIGO.Cni-K09E2.1.1
OG0008947: CBRIG.QX1410.18955.1 CELEG.K09E2.3 CINOP.Sp34_X0171200.t1 CNIGO.Cni-K09E2.3.1
OG0008948: CBRIG.QX1410.18954.2 CELEG.K09E2.4a CINOP.Sp34_X0171300.t1 CNIGO.Cni-rig-1.1
OG0008950: CBRIG.QX1410.12307.1 CELEG.K09E4.1 CINOP.Sp34_20063500.t1 CNIGO.Cnig_chr_II.g6757
OG0008951: CBRIG.QX1410.12306.3 CELEG.K09E4.2a CINOP.Sp34_20063610.t1 CNIGO.Cnig_chr_II.g6755.1
OG0008952: CBRIG.QX1410.12305.1 CELEG.K09E4.3a CINOP.Sp34_20063700.t1 CNIGO.Cnig_chr_II.g6754.1
OG0008953: CBRIG.QX1410.12303.1 CELEG.K09E4.4 CINOP.Sp34_20063800.t1 CNIGO.Cni-K09E4.4
OG0008954: CBRIG.QX1410.12301.1 CELEG.K09E4.5 CINOP.Sp34_20064100.t1 CNIGO.Cni-gur-4.1
OG0008955: CBRIG.QX1410.12302.1 CELEG.K09E4.6 CINOP.Sp34_20064000.t1 CNIGO.Cni-cpg-7
OG0008956: CBRIG.QX1410.19265.1 CELEG.K09E9.1b CINOP.Sp34_X0130700.t1 CNIGO.Cni-K09E9.1
OG0008957: CBRIG.QX1410.19270.1 CELEG.K09E9.2 CINOP.Sp34_X0130800.t1 CNIGO.Cni-erv-46
OG0008958: CBRIG.QX1410.19271.1 CELEG.K09E9.3b CINOP.Sp34_X0130900.t1 CNIGO.Cni-K09E9.3
OG0008959: CBRIG.QX1410.19264.1 CELEG.K09E9.4 CINOP.Sp34_X0130600.t1 CNIGO.Cni-K09E9.4.1
OG0008960: CBRIG.QX1410.18497.2 CELEG.K09F5.6b CINOP.Sp34_X0209710.t1 CNIGO.Cni-K09F5.6.1
OG0008961: CBRIG.QX1410.3034.1 CELEG.K09G1.1e CINOP.Sp34_50250300.t1 CNIGO.Cni-K09G1.1.1
OG0008962: CBRIG.QX1410.13227.1 CELEG.K09G1.2 CINOP.Sp34_50250400.t1 CNIGO.Cnig_chr_II.g8235
OG0008963: CBRIG.QX1410.3036.1 CELEG.K09G1.4c CINOP.Sp34_50250500.t1 CNIGO.Cni-dop-2.1
OG0008964: CBRIG.QX1410.2596.1 CELEG.K09H11.1 CINOP.Sp34_50199800.t1 CNIGO.Cni-K09H11.1
OG0008965: CBRIG.QX1410.2591.1 CELEG.K09H11.4 CINOP.Sp34_50199320.t1 CNIGO.Cni-K09H11.4
OG0008966: CBRIG.QX1410.2595.2 CELEG.K09H11.6 CINOP.Sp34_50199700.t1 CNIGO.Cni-K09H11.6
OG0008967: CBRIG.QX1410.2590.1 CELEG.K09H11.9 CINOP.Sp34_50199310.t1 CNIGO.Cni-K09H11.9.1
OG0008968: CBRIG.QX1410.13971.1 CELEG.K09H9.2 CINOP.Sp34_10150800.t1 CNIGO.Cni-K09H9.2
OG0008969: CBRIG.QX1410.13965.1 CELEG.K09H9.3 CINOP.Sp34_10150400.t1 CNIGO.Cni-col-49
OG0008970: CBRIG.QX1410.13969.1 CELEG.K09H9.5 CINOP.Sp34_10150600.t1 CNIGO.Cni-K09H9.5
OG0008971: CBRIG.QX1410.13970.2 CELEG.K09H9.6 CINOP.Sp34_10150700.t1 CNIGO.Cni-lpd-6
OG0008972: CBRIG.QX1410.13966.1 CELEG.K09H9.8 CINOP.Sp34_10150500.t1 CNIGO.Cni-K09H9.8
OG0008973: CBRIG.QX1410.11792.3 CELEG.K10B2.1b CINOP.Sp34_20281000.t1 CNIGO.Cni-lin-23
OG0008974: CBRIG.QX1410.11793.1 CELEG.K10B2.2a CINOP.Sp34_20281100.t1 CNIGO.Cni-ctsa-1
OG0008975: CBRIG.QX1410.11795.1 CELEG.K10B2.4 CINOP.Sp34_20281300.t1 CNIGO.Cni-K10B2.4.1
OG0008976: CBRIG.QX1410.11794.1 CELEG.K10B2.5 CINOP.Sp34_20281200.t1 CNIGO.Cni-ani-2
